Id,Content
Main_LahaiRoi_3_1_212_32,"Bạn và Lynae bị bao quanh bởi các học sinh và phóng viên đầy háo hức. Giữa những câu hỏi dồn dập, Lynae, người thường rất điềm tĩnh, lại nở một nụ cười lo lắng hiếm thấy. Ngay lúc đó, một sĩ quan Học viện tiến đến. Chuẩn bị tinh thần cho việc bị đuổi học, Lynae thay vào đó lại nhận được một quyết định khiến cô tràn ngập niềm vui: nhờ lòng dũng cảm của mình, Học viện sẽ cho phép cô tham gia kỳ thi tuyển sinh dưới danh tính thật. Lynae đồng ý, và bạn nhìn theo bóng dáng vui vẻ của cô rời đi. Ngay lúc đó, một giọng nói quen thuộc nhưng nhỏ nhẹ thì thầm bên tai bạn: ""...Hãy bảo vệ mặt trời.""
Có vẻ như cuộc khủng hoảng còn lâu mới kết thúc."
Main_LahaiRoi_3_1_213_8,Chúng ta muốn tra cứu thông tin liên quan đến dữ liệu dạng sóng này.
Main_LahaiRoi_3_1_213_7,"Kho Lưu trữ gần đây gặp sự cố rò rỉ dữ liệu, vì vậy tôi đang chạy bảo trì hệ thống ở chế độ nền. Nhưng đừng lo, các truy vấn thông thường vẫn có sẵn."
Main_LahaiRoi_3_1_213_6,"Bạn trông mệt mỏi. Mọi thứ ổn chứ, cô I.R.I.S.?"
Main_LahaiRoi_3_1_213_9,Đang tìm kiếm. Đã tìm thấy 3.281 mục phù hợp. Tôi có nên liệt kê tất cả không?
Main_LahaiRoi_3_1_213_10,"Đó là rất nhiều… Thêm các từ khóa này: ""Void Storm"" và ""Exoswarm Contamination."""
Main_LahaiRoi_3_1_213_12,"Thêm ""Threnodian"" nữa à?"
Main_LahaiRoi_3_1_213_13,Còn lại 3 kết quả.
Main_LahaiRoi_3_1_213_11,Hiểu rồi. Đã thu hẹp xuống còn 324 kết quả.
Main_LahaiRoi_3_1_213_14,Một cải tiến lớn. Hãy chia ra và kiểm tra chúng.
Main_LahaiRoi_3_1_213_16,"Chắc chắn, tôi đang lắng nghe."
Main_LahaiRoi_3_1_213_17,Có lẽ lần sau vậy.
Main_LahaiRoi_3_1_213_19,"...Hừm, tiếc thật."
Main_LahaiRoi_3_1_213_15,Các vị trí cho những tập tin đó đã được đánh dấu. Cần gì nữa không? Có thể... vài lời khuyên về cuộc sống học đường của cậu?
Main_LahaiRoi_3_1_213_20,"Tại Kho Lưu trữ, với sự hỗ trợ từ quản trị viên AI I.R.I.S., bạn tìm kiếm thông tin liên quan đến dữ liệu dạng sóng. Việc tìm kiếm cuối cùng thu hẹp lại còn hai từ khóa: Void Storm và Exoswarm Contamination."
Main_LahaiRoi_3_1_213_18,"Đừng bao giờ gọi ông S.I.G.M.A. là ""Đèn giao thông"", trừ khi cậu muốn trải qua cuộc rượt đuổi tốc độ cao không ngừng nghỉ kéo dài 10 phút."
Main_LahaiRoi_3_1_214_1,"""Xác định Ngưỡng Ô Nhiễm Exoswarm qua Máy Gia tốc Đồng bộ: Tensor Renormalization của Tần số Bão Hư Không"""
Main_LahaiRoi_3_1_214_2,Có vẻ như đây là một bài nghiên cứu về ảnh hưởng của Bão Hư Không lên Exoswarm.
Main_LahaiRoi_3_1_214_4,Nhưng nếu tôi so khớp dạng sóng mà Lynae tìm thấy với dữ liệu trong bài báo...
Main_LahaiRoi_3_1_214_5,Đó là của Voidworm.
Main_LahaiRoi_3_1_215_2,Đây là bản ghi sản xuất gốc của thiết bị mà Lynae đã tìm thấy.
Main_LahaiRoi_3_1_214_3,Không hiểu một từ nào.
Main_LahaiRoi_3_1_2151_1,"""Liệu Voidworm Có Thể Ăn Được Không?""
Chương 2: Đánh giá tính ăn được của sinh vật cộng sinh"
Main_LahaiRoi_3_1_215_1,"""Hướng dẫn Sản xuất Mô-đun Khuếch đại Khảo sát Bão Vật chất Hư không (v3.12)"""
Main_LahaiRoi_3_1_215_3,Có thể hữu ích.
Main_LahaiRoi_3_1_2151_2,"Là một trong những mối nguy hiểm khu vực dai dẳng của Lahai-Ro, Voidworm tiêu thụ những gì còn sót lại của Exoswarm bị Void Storms nuốt chửng, sử dụng chúng như ""thức ăn"" để lớn dần theo từng năm."
Main_LahaiRoi_3_1_2151_3,"Qua việc lấy mẫu thực địa và phân tích trong phòng thí nghiệm nhiều lần, nghiên cứu này trước hết phải nhấn mạnh một sự thật không thể phủ nhận: bản thân Voidworm hoàn toàn không phù hợp cho bất kỳ hình thức kết hợp chế độ ăn uống nào."
Main_LahaiRoi_3_1_2151_4,"Mặc dù bản thân Voidworm không mang lại giá trị sinh học đáng kể, đội của chúng tôi đã phát hiện một sinh vật ký sinh khả nghi trong các khu vực hoạt động của nó, tạm gọi là ""Exoshell Leech."""
Main_LahaiRoi_3_1_2151_6,Kết quả đánh giá: Nguy hiểm. Bị từ chối.
Main_LahaiRoi_3_1_2151_7,Bình luận 1: Bản chỉnh sửa thứ ba. Tôi đặt cả niềm tự hào của một người bản địa Huanglong vào đây...
Main_LahaiRoi_3_1_2151_5,"...Các thí nghiệm ẩm thực sơ bộ đã xác định rằng việc áp chảo nhanh ở nhiệt độ cao sẽ tối ưu hóa hương vị của nó. Lớp vỏ ngoài dày, giống như mai của sinh vật này, mặc dù có khả năng chống ăn mòn từ Bão Hư Không, nhưng không thể ăn được. Việc áp chảo nhanh giúp lớp bề mặt cháy sém dễ dàng bóc tách hơn, trong khi phần bên trong biến đổi thành một chất dạng gelatin dai. Kết quả cuối cùng mang đến một khoáng chất tinh tế, tạo nên một hương vị phức tạp và đặc biệt gây nghiện."
Main_LahaiRoi_3_1_2151_8,Bình luận 2: Nó đã bị cố vấn bác bỏ rồi. Cậu bỏ đi đi...
Main_LahaiRoi_3_1_2151_9,"Bình luận 3: Chúng ta có thể thỏa hiệp không? Thế còn ""Ảnh hưởng của hoạt động Voidworm đến cấu trúc dinh dưỡng của Lahai-Roi"" thì sao?"
Main_LahaiRoi_3_1_2152_1,"""Nghiên cứu về tính chu kỳ bất thường gần đây của Bão Hư không"""
Main_LahaiRoi_3_1_2152_2,"Tóm tắt: Các quan sát gần đây cho thấy hoạt động của Bão Hư không đã lệch đáng kể so với các mô hình đã thiết lập trong hai tháng qua, với cả tần suất và thời lượng đều vượt quá mức trung bình lịch sử."
Main_LahaiRoi_3_1_2152_4,"Đồng thời, hoạt động của Voidworm cũng đã gia tăng. Trong trường hợp nghiêm trọng nhất, chúng tôi phát hiện sự hiện diện của chúng cách Sundermere chưa đầy một kilomet—điều chưa từng xảy ra trước đây."
Main_LahaiRoi_3_1_2152_3,"So sánh với dữ liệu dạng sóng lịch sử cho thấy một số khu vực Bão Void nhỏ thể hiện mức độ đều đặn và nhất quán trong cấu trúc, gợi ý khả năng can thiệp hoặc điều biến nhân tạo, phi tự nhiên."
Main_LahaiRoi_3_1_216_1,Mọi thứ thế nào ở chỗ cậu?
Main_LahaiRoi_3_1_216_2,Những gì tôi tìm thấy chủ yếu là những điều chúng ta đã biết. Chu kỳ Bão Hư Không bất thường và thiết bị của Viện hoạt động không ổn định mà không rõ lý do...
Main_LahaiRoi_3_1_2152_5,"Tài liệu này tổng hợp các dị thường này để đề xuất hai giả thuyết sơ bộ: hoặc các hiện tượng bắt nguồn từ hoạt động dị thường của Threnodia bên ngoài Stridergate, hoặc chúng là kết quả của sự can thiệp có chủ ý của con người. Cần khẩn trương tiến hành điều tra thêm để xác minh cơ chế, đánh giá các rủi ro tiềm ẩn và xây dựng kế hoạch dự phòng."
Main_LahaiRoi_3_1_216_3,(Nói với Lynae về những gì cậu tìm thấy.)
Main_LahaiRoi_3_1_216_4,Một con Voidworm sao? Liệu có thể...
Main_LahaiRoi_3_1_216_6,Viện Nghiên cứu.
Main_LahaiRoi_3_1_216_5,"Họ đang lên kế hoạch sử dụng thiết bị để kích hoạt cơn thịnh nộ của Voidworm sao? Nếu vậy, mục tiêu của họ có thể là..."
Main_LahaiRoi_3_1_216_8,Có vẻ như Exoswarm và Hyvatia bị nhiễm độc chỉ là những bài kiểm tra và diễn tập trước sự kiện chính.
Main_LahaiRoi_3_1_216_9,"Dù trò chơi của họ là gì, mục tiêu thực sự là kiểm soát một Voidworm để tấn công Viện."
Main_LahaiRoi_3_1_216_7,"Đó có lẽ là mục tiêu khả dĩ nhất. Với <te href=700012>Greatsword</te> ở đó, Voidworms thường tránh xa Viện. Nhưng trước khi Hyvatia mất kiểm soát, tôi đã thấy rất nhiều xác Exoswarm bị ô nhiễm gần đó."
Main_LahaiRoi_3_1_216_11,Đây không phải là vấn đề chúng ta có thể giải quyết bằng một giải pháp nhanh chóng.
Main_LahaiRoi_3_1_216_10,"Giun Hư Không sinh sôi dưới ảnh hưởng của năng lượng Threnodian. Nói cách khác, chừng nào Bão Hư Không và Threnodian còn tồn tại, chúng sẽ không thể bị tiêu diệt hoàn toàn."
Main_LahaiRoi_3_1_216_12,Chúng ta cần cảnh báo Viện ngay lập tức.
Main_LahaiRoi_3_1_216_13,Tôi sẽ để việc đó cho bạn. Còn tôi... tôi còn một việc phải làm nữa.
Main_LahaiRoi_3_1_216_14,Đó là gì?
Main_LahaiRoi_3_1_216_15,Nền tảng Chế tạo của Bộ phận Kỹ thuật vận hành một dây chuyền sản xuất hàng loạt. Fractsidus chắc chắn cần thêm nhiều thiết bị như thế này.
Main_LahaiRoi_3_1_216_16,"Nếu họ kích hoạt chúng để nhử một con Voidworm về phía Viện, chúng ta sẽ cần một kế hoạch dự phòng."
Main_LahaiRoi_3_1_216_17,"Với hướng dẫn sản xuất mà cậu vừa tìm được, tôi có thể tăng công suất thiết bị của chúng ta lên gấp hai đến ba lần. Như vậy, nếu một con Voidworm xuất hiện ở đây, chúng ta sẽ có một mồi nhử mạnh hơn."
Main_LahaiRoi_3_1_216_19,Quá mạo hiểm.
Main_LahaiRoi_3_1_216_18,"Hội Spacetrek Collective có hệ thống phòng thủ và thiết bị kiềm chế trong các khu vực Voidworm hoạt động. Nếu chúng ta dụ nó đến đó, chúng ta có thể ngăn nó tấn công Viện."
Main_LahaiRoi_3_1_216_20,"Như tôi đã nói, đây chỉ là kế hoạch dự phòng thôi. Một khi cậu báo cho cấp trên, họ sẽ chuẩn bị các biện pháp đối phó sẵn sàng."
Main_LahaiRoi_3_1_216_22,"Hmm, đã đến giờ rồi sao? Rắc rối sắp ập đến rồi."
Main_LahaiRoi_3_1_216_23,Ý cậu là gì?
Main_LahaiRoi_3_1_216_25,"""Mối liên hệ"" này của chúng ta sẽ không dễ dàng bỏ qua đâu."
Main_LahaiRoi_3_1_216_21,"Ngoài ra, với quyền điều khiển đã bị ghi đè, tôi là người duy nhất có thể kiểm soát thiết bị... điều đó trực tiếp gắn tôi với sự cố của Hyvatia. Vậy nên, tôi không muốn sử dụng nó."
Main_LahaiRoi_3_1_216_24,"Đến lúc này, có lẽ họ đã nhận ra tôi đã ghi đè quyền hạn của thiết bị."
Main_LahaiRoi_3_1_220_2,Vì điều đó... tôi cần một người mà tôi có thể tin tưởng.
Main_LahaiRoi_3_1_220_3,Có vẻ như tôi sẽ phải đến phòng y tế một lần nữa.
Main_LahaiRoi_3_1_216_26,"Dựa trên những phát hiện của bạn, bạn kết luận rằng Fractsidus định sử dụng thiết bị để kích hoạt một cuộc tấn công của Voidworm, với mục tiêu có khả năng nhất là Viện Nghiên cứu. Bạn quyết định cảnh báo Viện ngay lập tức. Lynae chọn ở lại và chuẩn bị một kế hoạch dự phòng để tăng cường năng lượng cho thiết bị, từ đó thu hút Voidworm về phía hệ thống phòng thủ của Spacetrek Collective. Trong khi đó, bạn không hề hay biết rằng việc ghi đè thiết bị của cô ấy đã bị ""liên lạc viên"" của Fractsidus phát hiện."
Main_LahaiRoi_3_1_220_1,"Nếu như Lynae đã nói, bọn Fractsidus đã xâm nhập vào Học viện, tôi cần phải cẩn thận khi báo động cho ai ở Viện."
Main_LahaiRoi_3_1_3_1,(Thở dốc)
Main_LahaiRoi_3_1_3_3,Bạn ổn chứ?
Main_LahaiRoi_3_1_3_5,"Ồ, tôi không sao."
Main_LahaiRoi_3_1_3_2,Chúng ta không cần phải vội vàng làm điều này.
Main_LahaiRoi_3_1_3_6,Đơn giản là... chỉ nghĩ đến việc quay lại Học viện đã khiến tôi trằn trọc cả đêm.
Main_LahaiRoi_3_1_3_4,Ừm... Hớ... *ngáp*...
Main_LahaiRoi_3_1_3_7,Có phải là hồi hộp hay phấn khích?
Main_LahaiRoi_3_1_3_8,Tôi hiểu rồi. Tôi cũng vậy.
Main_LahaiRoi_3_1_3_10,Không. Tôi không thể dao động trước khi lên đường.
Main_LahaiRoi_3_1_3_11,Cậu cũng thế à? Ừ... Tớ có thể hiểu được.
Main_LahaiRoi_3_1_3_9,"Có lẽ cả hai. Đã hai thập kỷ kể từ lần cuối tôi đến đó. Tôi tự hỏi Học viện bây giờ trông như thế nào. Những giáo viên của tôi, bạn học, và bố mẹ tôi..."
Main_LahaiRoi_3_1_3_12,"Đừng bận tâm. Dù có chuyện gì xảy ra, tôi sẽ đối mặt trực diện. Cậu đã dạy tôi điều đó, nhớ chứ? Điều đó có nghĩa là cậu cũng nên thư giãn đi."
Main_LahaiRoi_3_1_301_1,Chết tiệt. Nó đang tích năng lượng. Cố lên!
Main_LahaiRoi_3_1_302_1,(Thở phì phì. Là cậu ta đấy!)
Main_LahaiRoi_3_1_302_2,(Nó đã đánh cắp tần số của cậu! Tôi nhận ra cái mùi đó ở đâu rồi!)
Main_LahaiRoi_3_1_302_4,"(Được thôi, nhưng nó sẽ không thoát tội đâu!)"
Main_LahaiRoi_3_1_302_3,"(Bây giờ không phải là lúc thích hợp cho một trận đấu. Chúng ta sẽ giải quyết chuyện này sau nhé, Abby.)"
Main_LahaiRoi_3_1_303_2,"Học viện có một hàng rào phòng thủ chống lại Bão Hư không. Một khi chúng ta đến đó, chúng ta sẽ an toàn!"
Main_LahaiRoi_3_1_304_1,Thật là phiền phức.
Main_LahaiRoi_3_1_303_1,Vậy đây là thứ mà mọi người ở đây chiến đấu chống lại.
Main_LahaiRoi_3_1_304_2,Điều này không ổn. Chúng ta cần giải quyết xong chuyện này trước khi nó gây ra thêm rắc rối.
Main_LahaiRoi_3_1_305_2,Cần phải giảm tốc độ thôi.
Main_LahaiRoi_3_1_3061_1,Đường cua gấp phía trước! Giữ chặt bữa trưa của cậu đi!
Main_LahaiRoi_3_1_3062_1,Cẩn thận! Nó đang tiến đến từ phía sau.
Main_LahaiRoi_3_1_305_1,"Tch, vẫn đang theo chúng ta."
Main_LahaiRoi_3_1_3062_2,Hiểu rồi. Chờ chút. Tăng tốc hết cỡ!
Main_LahaiRoi_3_1_314_1,Một chiếc bàn trong tình trạng hỗn độn có tổ chức. Một số bình xịt màu với nhiều màu sắc khác nhau được đặt ở một góc. Rõ ràng chúng đã được dùng để xịt hoa văn lên các mô hình.
Main_LahaiRoi_3_1_307_1,"Để tôi xem nào. Tuyệt, mọi thứ đã sẵn sàng!"
Main_LahaiRoi_3_1_3141_1,"Căn phòng là một mớ hỗn độn dễ chịu, nơi bạn gần như có thể thấy những mẩu chuyện nhỏ trong cuộc sống của người ở đây—cuộn tròn với chiếc gối mềm, đắm chìm vào việc học hay sở thích với ánh mắt tập trung sáng ngời, theo đuổi mọi sự tò mò, dù lớn hay nhỏ, hoặc vượt qua những trở ngại nhỏ của sự bực bội vì điểm số và tín chỉ."
Main_LahaiRoi_3_1_3141_2,"Cô ấy sống từng khoảnh khắc trong cuộc sống ở Học viện một cách nghiêm túc, giống như bất kỳ học viên nào khác ở đây."
Main_LahaiRoi_3_1_3142_1,"Thiết bị đầu cuối hiển thị một số bản nháp thư, mỗi bản đều được sửa đổi nhiều."
Main_LahaiRoi_3_1_3142_2,Gửi ban lãnh đạo và giảng viên Học viện đáng kính: Tôi viết lá thư này với trái tim nặng trĩu và sự hối lỗi chân thành để gửi bản tuyên bố trách nhiệm chính thức này.
Main_LahaiRoi_3_1_3142_4,"""Giờ đây tôi đã hoàn toàn nhận thức được mức độ nghiêm trọng trong hành động của mình. Tôi hứa sẽ ngay lập tức tháo dỡ tất cả các bộ phận không tuân thủ và khôi phục phương tiện về tình trạng theo tiêu chuẩn gốc của nhà sản xuất. Tôi sẽ nghiên cứu lại các quy định giao thông và xin thề long trọng rằng sẽ không để xảy ra bất kỳ vi phạm nào như vậy nữa..."""
Main_LahaiRoi_3_1_3142_3,"""Tháng này đánh dấu lần thứ ba tôi thực hiện một bộ vỏ tùy chỉnh hoàn chỉnh, gần như không tuân thủ quy định cho xe của mình, cùng với những cải tiến hiệu suất không chính thức. Tôi cũng đã thay còi xe bằng chuông tan học của Học viện và lái xe thử trong giờ học..."""
Main_LahaiRoi_3_1_3142_5,"""Giáo viên đã đúng. Những con đường của Học viện đóng vai trò là phương tiện di chuyển của chúng ta, không phải là nơi thử nghiệm cho Khoa Kỹ thuật. Trong bất kỳ trường hợp nào cũng không được sử dụng chúng cho các thí nghiệm động lực học phương tiện..."""
Main_LahaiRoi_3_1_3142_7,"...Các bản nháp tiếp theo có nội dung tương tự, chỉ khác ngày tháng."
Main_LahaiRoi_3_1_3142_6,"""<s>Về bản sửa đổi ""Vệt Khói Cầu Vồng"", xét đến hiệu quả của nó trong việc cảnh báo các phương tiện phía sau giữ khoảng cách an toàn...</s> (Đừng đưa cái này vào. Nghe cứ như tôi đang viện cớ thôi...)"
Main_LahaiRoi_3_1_3142_8,"""...Hành vi như vậy vi phạm quy tắc của Học viện và tạo ra tấm gương xấu cho toàn thể học sinh. Điều này hoàn toàn không thể chấp nhận được!"""
Main_LahaiRoi_3_1_3143_1,Một lá thư nhập học Học viện Startorch được bảo quản cẩn thận. Nó dường như mang ý nghĩa đặc biệt phi thường đối với cô ấy.
Main_LahaiRoi_3_1_3144_2,Thật khó để tưởng tượng tâm trạng nào đã khiến cô ấy mua những hương vị... độc đáo này.
Main_LahaiRoi_3_1_326_1,Đầu tiên... Tên. Chỉ cần nhập nó ngay tại đó.
Main_LahaiRoi_3_1_3144_1,"Một loạt đồ ăn vặt ""phiên bản giới hạn"" được bày trên bàn: Thạch ép vị ""Dòng suối bạc hà"", Bánh hộp ""Sứ giả quá khứ"", và những chiếc bánh nướng với nguyên liệu bí ẩn."
Main_LahaiRoi_3_1_326_2,"Lớp học của bạn sẽ được chỉ định tự động. Học viên mới thường bắt đầu với Chương trình Dự bị, nhưng vì bạn đã vượt qua Bài kiểm tra Synchronist, bạn sẽ được xếp thẳng vào Rabelle College."
Main_LahaiRoi_3_1_326_3,Địa chỉ liên hệ tiếp theo... Bạn có thể điền địa chỉ nhà hoặc địa chỉ của người giám hộ.
Main_LahaiRoi_3_1_326_4,Tòa thị chính Jinzhou.
Main_LahaiRoi_3_1_326_6,Khách sạn Leonidas.
Main_LahaiRoi_3_1_326_7,"Bầu trời làm mái nhà, đất làm giường ngủ. Nhà là nơi ta đi lang thang."
Main_LahaiRoi_3_1_326_8,Đã sẵn sàng chưa? Vậy thì đến lúc chụp ảnh thẻ ID của bạn rồi!
Main_LahaiRoi_3_1_326_9,Tôi có cần đồng phục học sinh không?
Main_LahaiRoi_3_1_326_10,Vì cậu tham gia giữa kỳ nên rất nhiều thứ vẫn chưa sẵn sàng. Tớ cũng từng như vậy.
Main_LahaiRoi_3_1_326_11,Đừng lo! Những thứ đó sẽ đến sau.
Main_LahaiRoi_3_1_328_1,Xin chào. Tôi có thể giúp gì cho bạn không?
Main_LahaiRoi_3_1_328_3,Cô Lynae à? Hiện cô ấy không có ở ký túc xá. Bạn có muốn để lại lời nhắn không?
Main_LahaiRoi_3_1_326_5,Bờ biển Đen.
Main_LahaiRoi_3_1_328_5,Có.
Main_LahaiRoi_3_1_328_4,Đợi đã... bạn là {PlayerName}?
Main_LahaiRoi_3_1_328_6,"Cô Lynae bảo tôi nói với bạn rằng nếu bạn đến gặp cô ấy, chỉ cần đợi trong phòng của cô ấy."
Main_LahaiRoi_3_1_328_7,Bạn có biết cô ấy đang ở đâu không?
Main_LahaiRoi_3_1_328_2,"Xin chào, tôi đến đây để gặp Lynae."
Main_LahaiRoi_3_1_328_9,"Thật hiếm khi thấy cô ấy buồn như vậy. Dù có chuyện gì xảy ra, mình mong mọi thứ sẽ ổn thỏa với cô ấy."
Main_LahaiRoi_3_1_328_11,Cảm ơn bạn.
Main_LahaiRoi_3_1_328_8,Không hẳn... Cô ấy nhận được thông báo đột xuất từ Học viện và rời đi mà không nói gì nhiều.
Main_LahaiRoi_3_1_328_10,"Nhân tiện, đây là số phòng của cô ấy."
Main_LahaiRoi_3_1_329_2,Đợi đã... rào chắn! Nó đang hỏng!
Main_LahaiRoi_3_1_329_3,Đừng lại gần nữa! Lùi lại đi!
Main_LahaiRoi_3_1_329_4,Đi! Ngay bây giờ!
Main_LahaiRoi_3_1_329_5,Đi thôi.
Main_LahaiRoi_3_1_329_6,Ôi!
Main_LahaiRoi_3_1_329_1,Chuyện gì đã xảy ra?
Main_LahaiRoi_3_1_38_1,"Học viện đã xem xét vụ việc, Giáo sư Warren. Dù chúng tôi cũng chia sẻ mối lo ngại của ông về tổn thất của Viện, nhưng đổ lỗi cho một sinh viên duy nhất..."
Main_LahaiRoi_3_1_38_3,Tôi đang hộ tống {PlayerName} đến Viện để đốt {Male=băng cassette của anh ấy;Female=băng cassette của cô ấy}.
Main_LahaiRoi_3_1_329_7,Cảnh báo: Lớp chắn Voidmatter chưa được kích hoạt hoàn toàn.
Main_LahaiRoi_3_1_38_2,"Bạn đã làm gì khi Hyvatia mất kiểm soát, cô Lynae? Tại sao bạn lại ở Viện trong giờ học?"
Main_LahaiRoi_3_1_38_5,"Trước khi tôi kịp hành động, tôi đã bị bao vây. Tôi cố liên lạc với Học viện, nhưng Bão Hư Không đã chặn mọi liên lạc."
Main_LahaiRoi_3_1_38_4,"Trên đường trở về Học viện, tôi nhận thấy những đỉnh tần số bất thường và Exoswarm bị ô nhiễm gần Sundermere."
Main_LahaiRoi_3_1_38_6,Xác của Exoswarm chắc vẫn còn ở đó. Tôi đoán... cậu đang điều tra chúng rồi phải không?
Main_LahaiRoi_3_1_38_7,"Không tìm thấy bất kỳ di tích nào như vậy, cô Lynae. Bịa đặt chuyện này sẽ không giúp ích gì cho cô đâu."
Main_LahaiRoi_3_1_38_8,Đó là nhanh.
Main_LahaiRoi_3_1_38_10,"Họ không làm vậy. Và thực tế, bạn không hề xuất hiện trong đoạn phim nào cả. Tôi tự hỏi bạn đã làm gì vào thời điểm đó. Tránh né camera chăng?"
Main_LahaiRoi_3_1_38_11,Nếu đoạn phim đã bị làm giả thì sao? Sự hiện diện của cô ấy có thể đã bị xóa.
Main_LahaiRoi_3_1_38_9,Còn camera giám sát thì sao? Chúng được trang bị để xử lý nhiễu Bão Hư Không. Lẽ ra chúng đã phải ghi lại được Exoswarm trước khi mọi chuyện leo thang.
Main_LahaiRoi_3_1_38_12,Có thể. Nhưng chỉ khi cô ấy và Exoswarm thực sự ở đó.
Main_LahaiRoi_3_1_38_13,"Vì không bên nào có thể xác nhận điều đó, chúng ta hãy bắt đầu bằng việc xác minh xem đoạn phim có bị chỉnh sửa không?"
Main_LahaiRoi_3_1_38_14,Chúng ta nên mở rộng phạm vi điều tra. Hãy nhớ vụ vi phạm bảo mật trong cơ sở dữ liệu chứ? Có thể còn nhiều thứ bị xâm phạm hơn chỉ là nguồn cấp dữ liệu hôm nay.
Main_LahaiRoi_3_1_38_15,Bạn nói về vụ xâm nhập làm lộ lỗ hổng trong hệ thống à? Cũng hợp lý.
Main_LahaiRoi_3_1_38_16,"Bạn có muốn thêm gì nữa không, cô Lynae? Đừng lo, chúng tôi ở đây để giúp đỡ bạn."
Main_LahaiRoi_3_1_38_17,...Không.
Main_LahaiRoi_3_1_38_20,Ý cậu là gì?
Main_LahaiRoi_3_1_38_19,"Một điều cuối cùng, cô Lynae. Bạn đến từ Liên bang Mới, phải không?"
Main_LahaiRoi_3_1_38_21,Không có gì. Tớ chỉ để ý cậu vẫn ở lại Học viện ngay cả trong kỳ nghỉ thôi. Cậu chưa bao giờ nghĩ đến việc về nhà à?
Main_LahaiRoi_3_1_38_23,Hoàn toàn không. Tôi chỉ tự hỏi liệu bạn <i>không muốn</i> quay lại.
Main_LahaiRoi_3_1_38_18,Vậy xin hãy ở lại trong khuôn viên Học viện cho đến khi cuộc điều tra kết thúc.
Main_LahaiRoi_3_1_38_22,"Cảm ơn đã hỏi, Giáo sư. Tôi luôn giữ liên lạc với bố mẹ khi có thể. Nếu cậu đang ám chỉ tôi có một kế hoạch bí mật nào đó, cậu sẽ phải thất vọng thôi."
Main_LahaiRoi_3_1_38_24,"Tôi không nghĩ đó là điều cậu nên bận tâm, Giáo sư."
Main_LahaiRoi_3_1_38_26,Ôi...
Main_LahaiRoi_3_1_38_28,Tại sao không nói với họ sự thật?
Main_LahaiRoi_3_1_38_27,Cảm ơn… vì đã lên tiếng giúp tôi.
Main_LahaiRoi_3_1_38_29,Thiết bị mà bạn có khi Hyvatia phát điên là gì?
Main_LahaiRoi_3_1_38_25,"Đừng lãng phí thêm thời gian nữa, Giáo sư Warren."
Main_LahaiRoi_3_1_38_31,Rất khó xảy ra.
Main_LahaiRoi_3_1_38_32,Tốt... cậu vẫn là cậu.
Main_LahaiRoi_3_1_38_33,Mục đích thực sự của cậu là gì?
Main_LahaiRoi_3_1_38_34,Hãy nói chuyện ở nơi khác. Nơi này thật ngột ngạt.
Main_LahaiRoi_3_1_38_30,"Thẳng thắn vậy hả? Tôi cứ nghĩ cậu sẽ bỏ qua, như họ đã làm."
Main_LahaiRoi_3_1_3801_1,"Bạn không chỉ là một học sinh, phải không?"
Main_LahaiRoi_3_1_3801_2,Tôi luôn ước mình chỉ là một học sinh bình thường. Nhưng… thôi.
Main_LahaiRoi_3_1_3801_4,...
Main_LahaiRoi_3_1_3801_3,"Bạn đã bao giờ nghĩ đến việc vứt bỏ tất cả chưa? Những trách nhiệm, những bí mật không thể chia sẻ, gánh nặng đè lên vai bạn liên tục… chỉ cần buông bỏ tất cả, và sống một cuộc đời vô tư như những người khác?"
Main_LahaiRoi_3_1_38_35,"Trở lại Học viện, Lynae bị Warren và các giảng viên khác thẩm vấn. Cô thuật lại sự cố trục trặc của Hyvatia, nhưng bạn nhận thấy cô bỏ qua không nhắc đến ""liên lạc viên"". Warren chỉ ra rằng lời khai của cô về ""Exoswarm bị ô nhiễm"" không khớp với kết quả điều tra hiện trường hay đoạn phim giám sát. Ông nghi ngờ động cơ của cô, đặc biệt là sau vụ vi phạm an ninh gần đây trong cơ sở dữ liệu của Viện. Dù bạn và Voss lên tiếng bảo vệ cô, Lynae vẫn không thể giải thích được những điểm mâu thuẫn quan trọng.
Sau khi mọi người rời đi, bạn hỏi thẳng cô ấy tại sao cô ấy không nói hết sự thật. Sau một lúc im lặng, cô ấy đề nghị tiếp tục cuộc trò chuyện ở nơi yên tĩnh hơn."
Main_LahaiRoi_3_1_3801_6,Nhưng chúng ta không giống nhau. Mình chỉ… thực sự muốn giống như những học sinh khác ở đây.
Main_LahaiRoi_3_1_3802_1,Muốn đi ăn gì trước không?
Main_LahaiRoi_3_1_3801_5,"Hừm, chỉ là một ý nghĩ thoáng qua thôi. Tôi biết đó không phải điều cậu sẽ thừa nhận, dù cậu có từng mong muốn hay không. Không phải với một người như cậu."
Main_LahaiRoi_3_1_3802_3,"Ừ, giờ cứ tạm uống gói Nutri-Pack đã."
Main_LahaiRoi_3_1_3802_4,Ối...
Main_LahaiRoi_3_1_3803_2,Bạn đang làm tùy tiện à?! Không phải làm như vậy theo hướng dẫn đâu!
Main_LahaiRoi_3_1_3803_1,"Đừng có cứng nhắc quá! Sống một chút đi, nghĩ lớn hơn nào!"
Main_LahaiRoi_3_1_3803_3,"Bạn không cần phải làm theo từng bước một cách chính xác đâu, biết rồi mà!"
