Id,Content
Main_LahaiRoi_3_2_57_11,"Tôi... tôi không dám chắc, nhưng hình như cô ấy đã bảo vệ tôi."
Main_LahaiRoi_3_2_57_12,(Có vẻ cô gái mà Mornye nhìn thấy cũng chính là người tôi đã gặp khi mới đặt chân đến Lahai-Roi.)
Main_LahaiRoi_3_2_57_13,(Cô ấy có thể tự mình đối đầu với Threnodian và xuất hiện trong Reactor Drive. Cô ấy có mối liên kết với Exostrider và Threnodian theo những cách mà chúng ta vẫn chưa hoàn toàn hiểu rõ.)
Main_LahaiRoi_3_2_57_14,(Việc tìm hiểu cô ấy là ai và chuyện gì đã xảy ra với cô ấy sẽ là nhiệm vụ quan trọng tiếp theo.)
Main_LahaiRoi_3_2_57_15,"{PlayerName} à? {PlayerName}—Này, đừng có lơ đễnh nữa!"
Main_LahaiRoi_3_2_57_16,"Để chúc mừng Giáo sư Mornye tỉnh lại và cuộc khủng hoảng đã được ngăn chặn, cậu không nghĩ là chúng ta nên..."
Main_LahaiRoi_3_2_57_17,Có ý gì?
Main_LahaiRoi_3_2_57_18,Đi dạo thôi!
Main_LahaiRoi_3_2_57_19,"Không gì sánh bằng làn gió lướt trên gương mặt, nhất là khi—"
Main_LahaiRoi_3_2_57_20,Ba đứa chúng ta vẫn chưa có tấm ảnh nhóm nào cả!
Main_LahaiRoi_3_2_57_22,Có.
Main_LahaiRoi_3_2_57_21,"Hừm, một bức ảnh dưới Helios mới à? Nghe có vẻ sẽ là một món quà lưu niệm tuyệt vời đấy."
Main_LahaiRoi_3_2_57_23,"Cùng nhau chứng kiến mặt trời mới mọc. Đó cũng là lời hứa giữa chúng ta, Sư phụ à."
Main_LahaiRoi_3_2_58_1,Vậy à? Không tệ đấy chứ?
Main_LahaiRoi_3_2_58_2,"Ngày trước, mỗi khi lo lắng về tương lai, đến đây luôn giúp tôi cảm thấy dễ chịu hơn đôi chút."
Main_LahaiRoi_3_2_57_10,Bạn có thể mô tả chi tiết hơn về những gì bạn vừa thấy không?
Main_LahaiRoi_3_2_57_24,"Dù vẫn còn yếu ớt về thể chất, Mornye đã qua cơn nguy kịch. Cô kể với bạn rằng bên trong Drive, cô đã nhìn thấy một cô gái đeo chiếc vòng ánh sáng xanh dương dường như đã cứu mình. Bạn quyết định bí ẩn này sẽ là mục tiêu tiếp theo của mình.
Để kỷ niệm sự kết thúc của cuộc khủng hoảng và sự hồi phục của Mornye, cậu, Lynae và Mornye cùng nhau ra ngoài dạo chơi."
Main_LahaiRoi_3_2_58_4,"Khi nhìn thấy cảnh này, tôi từng nghĩ mình sẽ khóc vì điều ước đã thành hiện thực."
Main_LahaiRoi_3_2_58_6,"Tôi chỉ nghĩ, cảnh tượng này thật tuyệt đẹp."
Main_LahaiRoi_3_2_58_5,"Nhưng giờ đây, khi nhìn thấy ánh sáng của Helios tràn ngập mặt đất, khi vùng băng giá cổ xưa và những con người mới đặt chân đến đây chỉ vài thập kỷ lại cùng chia sẻ một hơi ấm..."
Main_LahaiRoi_3_2_58_3,"Nhìn kìa, giờ chúng ta có thể thả hồn đón gió mà chẳng phải lo nghĩ gì nữa!"
Main_LahaiRoi_3_2_58_8,Tự do muôn năm!
Main_LahaiRoi_3_2_58_9,Đến với nền văn minh.
Main_LahaiRoi_3_2_58_10,Khởi đầu mới.
Main_LahaiRoi_3_2_58_7,"Chà, hãy gào to điều đó lên tận nóc nhà đi!"
Main_LahaiRoi_3_2_6_1,"Hmm... tần số kết nối với cậu đến từ nơi này. Nhưng giờ, tớ chẳng ngửi thấy gì cả."
Main_LahaiRoi_3_2_58_11,"Ba người các cậu chứng kiến Lahai-Roi chìm trong ánh sáng của Helios. Các cậu nâng ly chúc mừng tự do, nền văn minh, và những khởi đầu mới."
Main_LahaiRoi_3_2_6_2,(Giọng nói lúc trước từng nói sẽ chia sẻ phần sức mạnh cuối cùng của Heliogyre để nó không biến mất. Chắc hẳn đó là Soliskin. Liệu nó cuối cùng đã tan biến ở nơi này?)
Main_LahaiRoi_3_2_6_3,Bạn đã tìm thấy thứ mình cần chưa?
Main_LahaiRoi_3_2_6_6,Có.
Main_LahaiRoi_3_2_6_4,"Không. Dấu vết kết thúc ở đây. Nhưng trong ký ức đó, ta còn thấy những điều khác."
Main_LahaiRoi_3_2_6_5,"Mornye, cậu có biết về ""Heliogyre"" không?"
Main_LahaiRoi_3_2_6_7,"""<te href=700019>Heliogyre</te>"" là một trong những thành phần quan trọng nhất của Lễ Hội Mặt Trời Mới."
Main_LahaiRoi_3_2_6_14,"Trong ký ức đó, tôi nghe thấy một giọng nói nói rằng hắn sẽ buộc Heliogyre phải dừng lại."
Main_LahaiRoi_3_2_6_16,(Hãy mô tả những gì cậu thấy cho Mornye.)
Main_LahaiRoi_3_2_6_17,"Bạn nói là đã nghe thấy giọng nói cầu cứu, bảo rằng hắn sẽ ngăn chặn hoạt động của Heliogyre sao?"
Main_LahaiRoi_3_2_6_15,Sự ngưng đọng?
Main_LahaiRoi_3_2_6_18,Có phải vì thế mà buổi họp bị hủy không?
Main_LahaiRoi_3_2_6_20,"(Và có một điều chắc chắn. Người biết ta qua danh hiệu ""Arbiter"" đang cần sự trợ giúp của ta.)"
Main_LahaiRoi_3_2_6_19,"(Khi tôi xử lý Sâu Hư Không, có một giọng nói bảo tôi phải bảo vệ mặt trời. Dù cô ấy là ai, tôi không nghĩ cô ấy có ý hại người. Cô ấy đề nghị giúp đỡ. Hiện tại, tôi sẽ làm theo lời cô ấy.)"
Main_LahaiRoi_3_2_6_21,(Áo choàng đen với đường thêu vàng...)
Main_LahaiRoi_3_2_6_22,(Một chiếc mũ đội đầu có hình dáng như đôi sừng...)
Main_LahaiRoi_3_2_6_23,(Và đôi mắt khác lạ đó...)
Main_LahaiRoi_3_2_6_24,"Tôi cần tìm hiểu xem hắn là ai, Mornye. Cậu có biết Roya nào am hiểu về hoạt động nội bộ của bộ tộc không?"
Main_LahaiRoi_3_2_6_25,Hmm... Tôi có vài học sinh Royan. Có thể chúng biết cậu ấy là ai.
Main_LahaiRoi_3_2_6_26,Giờ học ở Học viện đã bắt đầu rồi. Chúng ta nên quay lại chứ?
Main_LahaiRoi_3_2_6_27,"Cứu với! Cứu với! Maja—Maja, cô ấy... Ai đó, làm ơn cứu cô ấy với!"
Main_LahaiRoi_3_2_6_28,"Nếu không, toàn bộ dữ liệu luận án của chúng ta sẽ biến mất!"
Main_LahaiRoi_3_2_6_31,(Hm. Lại thêm một vấn đề liên quan đến Viện Nghiên cứu. Chúng ta chưa nên tiết lộ kế hoạch của mình cho họ vội.)
Main_LahaiRoi_3_2_6_30,"Nhưng Maja là một trong những học sinh Roya mà tôi đã nhắc đến. Vì cậu đang tìm cô ấy, chúng ta cứ xem chuyện gì xảy ra cũng được."
Main_LahaiRoi_3_2_6_34,"Hyvatia có thể giám sát dữ liệu môi trường, nhưng dữ liệu quan sát thô về Reactor Drive chỉ có thể thu thập được từ Heliogyre—một bộ phận của chính Exostrider."
Main_LahaiRoi_3_2_6_29,"Đừng lo, {PlayerName}. Nếu cậu thấy một sinh viên vừa hét ""cứu với"" vừa kêu ""luận văn"" trong cùng một hơi thở, thì dù họ có gào to đến đâu, cũng chẳng phải tình huống khẩn cấp đâu."
Main_LahaiRoi_3_2_6_35,Chỉ có bộ tộc Roya mới có thể đọc được các chỉ số của Heliogyre. Đó là lý do tại sao Tập thể cần sự hợp tác của họ trong Lễ Mặt Trời Mới.
Main_LahaiRoi_3_2_8_1,"Bình tĩnh nào, Maja, bình tĩnh... Tốt, chúng tạm dừng rồi. Hay là mình nên tắt chúng đi nhỉ?"
Main_LahaiRoi_3_2_6_36,"Bạn không tìm thấy dấu vết nguồn gốc của tần số, nhưng lại phát hiện một manh mối mới: ""Heliogyre"" được nhắc đến trong khải tượng là một thành phần không thể thiếu trong Lễ Mặt Trời Mới, và chỉ có Roya mới có thể hiểu được cách vận hành của nó. Đúng lúc bạn định hỏi thăm các học viên Roya, một tiếng kêu cứu vang lên."
Main_LahaiRoi_3_2_8_3,Ugh...
Main_LahaiRoi_3_2_8_2,"Không, nếu tôi buộc tắt máy, dữ liệu sẽ mất hết. Luận văn của chúng ta! Ôi, ai đó giúp với!!"
Main_LahaiRoi_3_2_8_4,Có phải cô ấy đang gặp chuyện không hay?
Main_LahaiRoi_3_2_8_6,Hử? Giáo sư Mornye?!
Main_LahaiRoi_3_2_8_5,Không. Chỉ là lỗi kỹ thuật thông thường thôi. Nhưng...
Main_LahaiRoi_3_2_8_8,"Vậy thì, ờ... cậu có thể..."
Main_LahaiRoi_3_2_8_9,"Dù cậu có cầu xin thế nào đi nữa, tín dụng vẫn sẽ bị trừ."
Main_LahaiRoi_3_2_8_7,"Ôi không, mình bị bắt gặp trốn học rồi! Khoan, khoan đã, để mình giải thích! Mình không hề trốn học đâu! Mình đến đây vì một lý do rất chính đáng! Không phải vì mình không tôn trọng tiết học, h-hay các thầy cô đâu!"
Main_LahaiRoi_3_2_8_10,Tại sao cậu không bắt đầu bằng việc giải thích đi?
Main_LahaiRoi_3_2_8_11,"À, đây là những robot thăm dò từ mấy ngày trước. Chúng tôi đã phái chúng đi đo nồng độ Vật Chất Hư Không trên vùng băng giá."
Main_LahaiRoi_3_2_8_12,"Chúng tớ tưởng sẽ thu thập xong dữ liệu trước giờ học, nhưng khi vừa định lại gần, chúng đã tấn công bọn tớ."
Main_LahaiRoi_3_2_8_15,Nội dung này lẽ ra đã được đề cập trong môn Khoa học Vật liệu của cậu. Loại vật liệu này vốn không ổn định và chỉ có thể sử dụng trong môi trường kiểm soát.
Main_LahaiRoi_3_2_8_13,Tớ đuổi theo họ đến tận đây. Vì thế mà hôm nay tớ mới lỡ học...
Main_LahaiRoi_3_2_8_16,Tôi rất xin lỗi...
Main_LahaiRoi_3_2_8_14,Nguyên liệu <te href=700023>Exoswarm</te> bên trong đã bị Xoá Vật chất ăn mòn. Đó chính là nguyên nhân gây ra lỗi hoạt động.
Main_LahaiRoi_3_2_8_17,"Vì lý do an toàn, bạn cần tắt các thiết bị trước, sau đó làm sạch các bộ phận bị nhiễm bẩn bằng Voidmatter."
Main_LahaiRoi_3_2_8_18,Nhưng tiếp cận chúng lúc này có thể gây thêm tổn hại. Chúng ta cần một máy phát xung để làm choáng chúng từ xa. Tôi sẽ gửi yêu cầu ngay.
Main_LahaiRoi_3_2_8_19,Có cách đơn giản hơn.
Main_LahaiRoi_3_2_8_20,Rút kiếm ra đi.
Main_LahaiRoi_3_2_8_21,"Không, đợi đã, như vậy là vi phạm quy trình..."
Main_LahaiRoi_3_2_8_23,￥#&@... Đang quét... Mục tiêu... Tiêu diệt...
Main_LahaiRoi_3_2_8_22,Đừng bận tâm. Để tôi suy nghĩ cách viết báo cáo đánh giá sau.
Main_LahaiRoi_3_2_8_24,"Những rô-bốt thăm dò của Maja đã phát điên vì nhiễm Vật Chất Hư Không. Mornye đề xuất quy trình ngăn chặn tiêu chuẩn, nhưng bạn lại chọn một giải pháp đơn giản hơn."
Main_LahaiRoi_3_2_800_3,Đi thôi.
Main_LahaiRoi_3_2_800_2,Bạn có muốn rời đi ngay bây giờ không?
Main_LahaiRoi_3_2_800_1,"Vậy chúng ta cần tìm Tiên Tri Yngvar tại Nghi Lễ Trở Về của Haldarheim, phải không?"
Main_LahaiRoi_3_2_800_4,Tôi vẫn còn việc phải làm trước đã.
Main_LahaiRoi_3_2_800_5,"Được rồi, chúng ta lên đường thôi."
Main_LahaiRoi_3_2_9_1,Giờ thì họ đã trở lại bình thường.
Main_LahaiRoi_3_2_9_2,Tuyệt! Cậu nghĩ dữ liệu...
Main_LahaiRoi_3_2_9_5,Cái gì?!
Main_LahaiRoi_3_2_9_4,"Nhưng việc gửi những con robot ra đó đã vi phạm quy trình thí nghiệm. Dù cậu có lấy được dữ liệu, nó cũng sẽ không được tính vào luận án của cậu đâu."
Main_LahaiRoi_3_2_9_7,Cậu có thể gọi mình là {PlayerName}.
Main_LahaiRoi_3_2_9_6,"Nhưng... Ừm, thôi được. Dù sao cũng cảm ơn vì đã giúp đỡ. Giáo sư Mornye, và—"
Main_LahaiRoi_3_2_9_8,"Maja, chúng tôi có vài điều muốn hỏi cậu."
Main_LahaiRoi_3_2_9_9,(Hãy mô tả lại khải tượng mà cậu đã thấy.)
Main_LahaiRoi_3_2_9_3,Nó vẫn ở đó.
Main_LahaiRoi_3_2_9_11,"Cặp sừng là biểu tượng của Exostrider. <te href=700024>Những Người Chăn Cừu</te> thường đeo chúng, nhưng không một Người Chăn Cừu nào lại mặc áo choàng như thế..."
Main_LahaiRoi_3_2_9_13,Hội Thánh Heliodic Sáu... Chính họ là những người phải cung cấp số liệu của Heliogyre trong Lễ Mặt Trời Mới.
Main_LahaiRoi_3_2_9_12,"Có thể là ai đó có địa vị cao hơn. Như <te href=700025>Solsworn</te> đến từ Solisylum, hoặc thậm chí là một trong <te href=700020>Lục Heliodic</te>."
Main_LahaiRoi_3_2_9_14,Đúng vậy. Họ là sáu thành viên mạnh nhất của bộ tộc Roya. Cấp bậc cao nhất đấy.
Main_LahaiRoi_3_2_9_10,"Bạn muốn tìm một Roya mặc áo choàng đen thêu vàng, đội mũ hình hai chiếc sừng?"
Main_LahaiRoi_3_2_9_16,Làm sao để gặp một trong số họ?
Main_LahaiRoi_3_2_9_15,"Tôi nghe nói họ dùng Heliogyre để dự đoán đủ thứ, từ đường di cư của bầy chim đến những cơn Bão Hư Không. Họ biết hết cả."
Main_LahaiRoi_3_2_9_17,Hử?! Có lẽ hơi khó đấy.
Main_LahaiRoi_3_2_9_18,Chúng chưa bao giờ rời khỏi <te href=700018>Solisylum</te>. Nơi đây được bao phủ bởi ánh sáng quanh năm. Chỉ một số ít người Roya được phép bước chân vào.
Main_LahaiRoi_3_2_9_20,"Sigrika hiện đang nghiên cứu ngoài vùng đất băng giá. Người duy nhất còn ở đây là Nhà Tiên Tri Yngvar, nhưng ông ấy cũng ít khi xuất hiện."
Main_LahaiRoi_3_2_9_21,"Nếu muốn tìm anh ấy, có lẽ mẹ tôi có thể giúp. Bà là một Royan Shepherdess ở trại Atuja. Tên bà là Astrid."
Main_LahaiRoi_3_2_9_22,"Giờ thì, tốt hơn là mình nên quay lại lớp học trước khi bị trừ hết tín chỉ. Ai ngờ hôm nay lại gặp rắc rối chứ? Đến cả mẹ mình cũng phải nhờ giúp việc robot nữa."
Main_LahaiRoi_3_2_9_19,Nhưng có lẽ cậu nên thử gặp một trong Lục Hộ Nhật chưa chính thức?
Main_LahaiRoi_3_2_9_24,Hừm... Tôi nói chuyện với học sinh trong lớp còn tự nhiên hơn cơ.
Main_LahaiRoi_3_2_9_25,"{PlayerName}, cậu đã học được những gì cần thiết chưa?"
Main_LahaiRoi_3_2_9_26,Người cuối cùng mà những con robot đó có thể nhìn thấy trước khi mất kiểm soát có lẽ là mẹ của Maja.
Main_LahaiRoi_3_2_9_23,Rất tốt. Chúc cậu may mắn với bài luận văn nhé.
Main_LahaiRoi_3_2_9_29,Không sao đâu. Đó chỉ là một danh xưng tiện lợi thôi.
Main_LahaiRoi_3_2_9_30,Sáng thế à?
Main_LahaiRoi_3_2_9_27,Tôi nghĩ chúng ta có thể nói chuyện với cô ấy dưới vỏ bọc một chuyến thăm nhà thân tình.
Main_LahaiRoi_3_2_9_28,"Hmm... Nếu vậy, tôi có thể đi cùng cậu với tư cách Giáo sư của Học viện. Còn về thân phận của cậu, {PlayerName}..."
Main_LahaiRoi_3_2_9_32,Cậu muốn tớ đóng vai giáo sư à? Được thôi.
Main_LahaiRoi_3_2_9_33,Nhưng cậu không định bảo tôi nên báo cáo chuyện này cho Học viện xử lý sao?
Main_LahaiRoi_3_2_9_31,Bạn có phiền không nếu tôi coi... cậu như người thầy của mình?
Main_LahaiRoi_3_2_9_35,"Lý do của cậu là của riêng cậu. Tớ tin tưởng vào phán đoán của cậu, và cậu có thể kể cho tớ sau."
Main_LahaiRoi_3_2_9_36,Tôi hy vọng mình diễn tốt vai Giáo sư.
Main_LahaiRoi_3_2_9_37,"Cứ thoải mái chỉ dẫn cho tôi nhé, Giáo sư tập sự."
Main_LahaiRoi_3_2_9_38,"Vâng, cứ thoải mái cho tôi vài lời khuyên nữa nhé, Người hướng dẫn."
Main_LahaiRoi_3_2_9_34,Tớ vừa nghĩ ra vài cách có thể giúp cậu tìm được người cậu đang tìm kiếm.
Main_LahaiRoi_3_2_960_1,Cẩn thận!
Main_LahaiRoi_3_2_9_40,"Dựa theo mô tả của Maja, người đàn ông nhờ cậu giúp đỡ nhiều khả năng là một trong Lục Hào Quang của Roya, những nhân vật hiếm khi rời khỏi Solisylum. Để dung hòa, cậu quyết định tìm đến một trong những người kế vị không chính thức của Lục Hào Quang, Nhà Tiên Tri Yngvar. Maja khuyên cậu nên nói chuyện với mẹ cô, Astrid."
Main_LahaiRoi_3_2_9_39,Tôi nghĩ con người hiện tại của tôi... có thể giúp ích cho bạn.
Main_LahaiRoi_3_2_961_29,"Vậy, thiết bị này là của Tiên Tri Yngvar sao. Sư phụ, ông nghĩ sao về chuyện này?"
Main_LahaiRoi_3_2_961_30,Cô ấy có vẻ không nói dối.
Main_LahaiRoi_3_2_961_31,Chúng ta cần tự mình xác minh điều này.
Main_LahaiRoi_3_2_961_32,Hmm... Tôi tin vào phán đoán của cậu.
Main_LahaiRoi_3_2_961_33,"Vị Tiên Tri Yngvar này chính là người mà Maja từng nhắc đến, thành viên không chính thức của Lục Hộ Nhật Quang. Liệu đây có phải là một nỗ lực nhằm thắt chặt sự kiểm soát quyền lực của hắn?"
Main_LahaiRoi_3_2_961_35,"Mỗi <ano=người kế vị Solsworn>người trong số những người kế vị này</ano> đều được chọn khi Khả năng Cộng Hưởng của họ lần đầu thức tỉnh. Dù có ai khao khát vị trí này, việc thay đổi sự bổ nhiệm là điều không thể."
Main_LahaiRoi_3_2_961_36,Hmm... có nghĩa là chẳng ai có thể đe dọa vị trí của Yngvar được.
Main_LahaiRoi_3_2_961_34,Không. Điều đó là bất khả thi.
Main_LahaiRoi_3_2_961_38,Mọi chuyện đang trở nên phức tạp hơn rồi. Đối đầu trực tiếp với Yngvar có lẽ không phải là ý hay.
Main_LahaiRoi_3_2_961_39,Chúng ta có thể tìm thấy cậu ấy ở đâu?
Main_LahaiRoi_3_2_961_37,(Nhưng hắn có thể vẫn nuôi lòng thù hận với Lục Hộ Nhật hiện tại. Yngvar vẫn là đầu mối chính để tìm ra họ.)
Main_LahaiRoi_3_2_961_40,"Những người của Solisylum thường cư ngụ tại ngôi làng giáp ranh với Bjartr Woods, tên là Haldarheim."
Main_LahaiRoi_3_2_961_41,"Đây là thời khắc của <te href=700028>Nghi Lễ Trở Về</te>. Soliskin sẽ trở về với Solistrees và Exostrider. Theo truyền thống, Nhà Tiên Tri Yngvar sẽ tham dự nghi lễ."
Main_LahaiRoi_3_2_961_43,Ừm...
Main_LahaiRoi_3_2_961_44,"Hử? Khoan đã, nhưng chúng ta có tìm thấy đứa nhỏ này mà."
Main_LahaiRoi_3_2_961_45,"Đây có phải là Soliskin mà cậu đã cứu không? Ừm... Có lẽ cậu có thể tham gia với tư cách là ""Shepherds."""
Main_LahaiRoi_3_2_961_42,Nhưng bạn không phải Roya. Có thể bạn sẽ không được phép chứng kiến nghi lễ này.
Main_LahaiRoi_3_2_961_46,"Những Soliskin đã đồng hành cùng người Roya suốt hàng trăm năm. Nếu họ biết cậu đã cứu một trong số chúng, họ sẽ rất biết ơn."
Main_LahaiRoi_3_2_961_48,Giờ chúng ta ở bên nhau rồi.
Main_LahaiRoi_3_2_961_50,Xììì!
Main_LahaiRoi_3_2_961_49,Tôi chưa bao giờ đến gần một Soliskin đến thế này bao giờ. Làm ơn cho tôi biết nếu tôi làm gì sai nhé.
Main_LahaiRoi_3_2_962_1,Gió thật dễ chịu... Mình có thể ở lại đây thêm chút nữa.
Main_LahaiRoi_3_2_961_47,Chu... Chuuuu!
Main_LahaiRoi_3_2_962_2,Bạn có muốn đi cùng tôi không?
Main_LahaiRoi_3_2_961_51,"Astrid nói với bạn rằng Yngvar sẽ xuất hiện trong Nghi lễ Hồi Quy sắp tới. Để tìm anh ta, bạn quyết định cùng những người Soliskin được giải cứu đến một ngôi làng tên là Haldarheim và tham gia nghi lễ."
Main_LahaiRoi_3_2_962_4,Tôi có vài việc cần giải quyết.
Main_LahaiRoi_3_2_962_5,Vâng. Spacetrek Collective đã cho tôi một tháng nghỉ bệnh có lương. Lịch trình của tôi hoàn toàn trống.
Main_LahaiRoi_3_2_962_3,Bạn có thời gian nói chuyện một chút không?
Main_LahaiRoi_3_2_962_6,"Lần cuối cùng tôi được nghỉ dài như thế này... có lẽ là hồi cấp hai, khi tôi ngã lăn từ trên cầu thang xuống."
Main_LahaiRoi_3_2_962_7,Bạn ổn chứ?
Main_LahaiRoi_3_2_962_8,"À, lúc đó, tôi lỡ làm rơi cuốn sách đang đọc xuống cầu thang. Thế là tôi vô tình... Thôi, không nên kể những chuyện ngượng như vậy trước mặt cậu."
Main_LahaiRoi_3_2_962_9,"Bây giờ, cậu muốn thảo luận điều gì?"
Main_LahaiRoi_3_2_962_10,Lễ Hội Mặt Trời Mới.
Main_LahaiRoi_3_2_962_11,Về biệt danh cậu đặt cho tôi...
Main_LahaiRoi_3_2_962_12,Chúng ta đã từng quen biết nhau trước đây à?
Main_LahaiRoi_3_2_962_13,Hãy bảo trọng nhé. Hẹn gặp lại lần sau.
Main_LahaiRoi_3_2_962_14,"Động cơ Phản ứng đã không hạ cánh như kế hoạch ban đầu của Spacetrek Collective. Nhưng giờ đây, khi nó đã nằm trên mặt đất, cuối cùng chúng ta cũng có thể bắt đầu nghiên cứu."
Main_LahaiRoi_3_2_962_18,(Nói chuyện về chuyện khác đi.)
Main_LahaiRoi_3_2_962_16,"Và rồi, một ngày nào đó, chúng ta sẽ chứng minh rằng cả mặt trời lẫn những vì sao đều nằm trong tầm với."
Main_LahaiRoi_3_2_962_19,Ồ... là vì... nó giúp che giấu danh tính của bạn.
Main_LahaiRoi_3_2_962_17,Sẽ thật tuyệt nếu cậu có thể ở đó để chứng kiến cùng mình.
Main_LahaiRoi_3_2_962_20,"Nhưng điều đó không còn cần thiết nữa, phải không?"
Main_LahaiRoi_3_2_962_21,Cậu nói đúng. Chắc giờ tớ không thể gọi cậu như thế nữa...
Main_LahaiRoi_3_2_962_22,"Nhưng tôi có một người bạn. Cô ấy từng mắc một căn bệnh, và trong khoảng thời gian khó khăn đó, cô đã được một người thầy dẫn dắt."
Main_LahaiRoi_3_2_962_25,Vậy... tôi vẫn có thể gọi cậu như thế chứ?
Main_LahaiRoi_3_2_962_26,(Nói chuyện về chuyện khác đi.)
Main_LahaiRoi_3_2_962_27,Đó... là một bí mật.
Main_LahaiRoi_3_2_962_28,Cái gì?!
Main_LahaiRoi_3_2_962_24,"Chừng nào bạn còn điều gì đó để dạy dỗ, bạn vẫn là một người thầy."
Main_LahaiRoi_3_2_962_23,"Dù người thầy ấy đã rời đi không lâu sau đó, nhưng ảnh hưởng của họ vẫn còn đọng lại trong cô ấy, và... ừm, vẫn còn tác động đến tôi nữa... Ý tôi là, đến người bạn của tôi."
Main_LahaiRoi_3_2_962_29,"Chỉ vì có người đã bắt tôi hứa khi họ rời đi. Họ nói: ""Chỉ khi nói lời tạm biệt, ta mới có thể tiến bộ và thay đổi."""
Main_LahaiRoi_3_2_962_31,Đến bao giờ?
Main_LahaiRoi_3_2_962_30,"Vì vậy, cho đến khi đạt được mục tiêu của họ, lời ""tạm biệt"" ấy phải là vĩnh viễn."
Main_LahaiRoi_3_2_962_34,(Nói chuyện về chuyện khác đi.)
Main_LahaiRoi_3_2_962_33,Cho đến khi chính tôi có thể đưa ra câu trả lời đó... Xin hãy giữ mãi sự tò mò ấy thêm một chút nữa.
Main_LahaiRoi_3_2_962_36,"Hãy ở lại lâu hơn chút nữa nhé, Người hướng dẫn."
Main_LahaiRoi_3_2_963_1,Đang tiếp cận Bộ phận Điều khiển Lò Phản Ứng. Chuyển toàn bộ năng lượng sang pháo bay!
Main_LahaiRoi_3_2_962_35,"Được rồi. Hẹn gặp lại lần sau nhé. À, còn một điều nữa—"
Main_LahaiRoi_3_2_962_32,"Hmm... có lẽ cho đến khi Bộ Phản Ứng được phân tích đầy đủ, Exostrider trên vùng băng giá được kích hoạt trở lại, và thảm họa chôn sâu dưới lòng đất cuối cùng cũng được giải quyết. Hoặc có lẽ cho đến khi không còn tai họa nào trên hành tinh này nữa."
Main_LahaiRoi_3_2_963_2,"Mornye, cậu đã làm được quá nhiều rồi."
Main_LahaiRoi_3_2_963_3,Cứ để phần còn lại cho tôi!
Main_LahaiRoi_3_2_964_1,"Chế độ Tăng Tốc có thể kích hoạt! Nhiên liệu có hạn, hãy sử dụng cẩn thận."
Main_LahaiRoi_3_2_965_2,{PlayerName}! Những xáo trộn bên trong Drive đang ngày càng mất ổn định. Giáo sư Mornye đang bị nó nuốt chửng!
Main_LahaiRoi_3_2_965_3,Nhanh lên. Tôi phải di chuyển nhanh hơn!
Main_LahaiRoi_3_2_964_2,Đủ cho những gì tôi cần rồi.
Main_LahaiRoi_3_2_965_1,"Ôi, càng đến gần, ánh sáng càng tệ hơn."
Main_LahaiRoi_3_2_967_2,Cảm ơn.
Main_LahaiRoi_3_2_966_1,Vậy thì hãy thử nghiệm công nghệ mới của Viện nào.
Main_LahaiRoi_3_2_968_1,"Ba ngày trước, khi Helios được phóng lên, chúng tôi đã ghi nhận một đợt tăng đột biến bất thường của nồng độ Vật Chất Hư Không gần Hyvatia. Nó đã gây nhiễu quá trình phóng."
Main_LahaiRoi_3_2_968_2,"Chúng tôi vẫn chưa rõ điều gì đã kích hoạt cơn bão. Nhưng sau khi đối chiếu dạng sóng với thiết bị Giáo sư Mornye mang về, chúng tôi nghi ngờ đó là một cơn Bão Hư Không được kích hoạt nhân tạo."
Main_LahaiRoi_3_2_967_1,Năng lượng bên trong Bộ truyền động Lò phản ứng đang tăng lên. Có thể kích hoạt các giao thức phòng thủ then chốt.
Main_LahaiRoi_3_2_968_5,(Cười khẽ) Cậu có thể thư giãn đi. Giáo sư Lucilla đã xác nhận cậu vô tội rồi. Cậu không phải nghi phạm đâu.
Main_LahaiRoi_3_2_968_4,"Tiến sĩ Herssen, tôi thực sự không nhớ được gì cả..."
Main_LahaiRoi_3_2_968_3,Và chúng tôi đã tìm thấy cậu bất tỉnh gần đây.
Main_LahaiRoi_3_2_968_7,"Trước khi ngất đi, cậu đã nhìn thấy ai?"
Main_LahaiRoi_3_2_968_9,Ai đó?
Main_LahaiRoi_3_2_968_6,"Hừm, nhiệm vụ của một bác sĩ, phải không? Nhưng có một chuyện tôi cần lời khai của cậu."
Main_LahaiRoi_3_2_968_8,"Chào buổi sáng, các quý ông! Bảo trì định kỳ của Hyvatia đã hoàn tất. Tôi sẽ đi đây."
Main_LahaiRoi_3_2_968_10,Đừng bận tâm. Không có thời gian để nghĩ về chuyện đó.
Main_LahaiRoi_3_2_968_12,"Trước khi ngất đi, tôi đã nhìn thấy... chính mình."
Main_LahaiRoi_3_2_968_11,"Tiến sĩ Herssen, ủy ban thẩm định của Học viện cho rằng những gì tôi nói là khó tin. Nhưng nếu ngài sẵn lòng tin tưởng tôi..."
Main_LahaiRoi_3_2_968_14,"Nhưng thôi, cũng chẳng sao. Ta sẽ coi đây chỉ là một quyết định sai lầm. Một lũ ngốc diễn trò hề mà thôi."
Main_LahaiRoi_3_2_968_15,"Thật đáng tiếc. Với mảnh ghép này đã cạn kiệt, chương nói về mối liên kết giữa cô gái và Threnodian chắc hẳn sẽ phải hoãn lại."
Main_LahaiRoi_3_2_968_16,"Nhưng đó là câu chuyện để dành thưởng thức sau nhé. Đúng không, {PlayerName}?"
